,Dongxiang,POS,ORIGIN,Chinese,English
19056,taranchi,Noun,Dongxiang,粮贩,Grain-dealer
19057,taranchi,Noun,Dongxiang,粮贩,Grain-dealer
19058,tarantu,Adjective,Dongxiang,有粮,Well-fed
19059,tarantu,Adjective,Dongxiang,有粮,Well-fed
19060,tarei,Verb,Dongxiang,播种,Sow
19061,tareidan,Noun,Dongxiang,播种的方法,Sowing
19062,tareidan,Noun,Dongxiang,播种的方法,Sowing
19063,tareidan,Noun,Dongxiang,播种的方法,Sowing
19064,tareiku ghazha,Noun,Dongxiang,耕地,Farmland
19065,tareiwuni,Adjective,Dongxiang,要种的,Plantable
19066,tareiwuni,Adjective,Dongxiang,应种的,Sowable
19067,tasa gie,Verb,Chinese,糟蹋,Waste
19068,tasa gie,Verb,Chinese,糟蹋,Waste
19069,tasa gie,Verb,Chinese,践踏,Trample
19070,tasa gie,Verb,Chinese,贬低,Belittle
19071,tasa gie,Verb,Chinese,蹂躏,Ravage
19072,tasa gie,Verb,Chinese,蹂躏,Ravage
19073,tashi,Noun,Turkic,石头,Stone
19074,tashi,Noun,Turkic,石头,Stone
19076,tashi,Noun,Dongxiang,异教徒,Pagan
19077,tashi,Noun,Dongxiang,异教徒,Pagan
19078,tashi,Adjective,Chinese,踏实,Down-to-earth
19079,tashi,Adjective,Chinese,踏实,Down-to-earth
19080,tashi dan,Noun,Turkic,石墙,Stonewall
19081,tashi dan,Noun,Turkic,石墙,Stonewall
19083,tashi gie,Noun,Turkic,石屋,Stonehouse
19084,tashi gie,Noun,Turkic,石屋,Stonehouse
19086,tashi luchi,Noun,Turkic,碌碡,Roller
19087,tashi luchi,Noun,Turkic,碌碡,Roller
19088,tashi qiemen,Noun,Turkic,石磨,Millstone
19089,tashi qiemen,Noun,Turkic,石磨,Millstone
19090,tashi taiga,Noun,"Turkic, Chinese",石阶,Stone steps
19091,tashi taiga,Noun,"Turkic, Chinese",石阶,Stone steps
19093,tashi tughua,Noun,Turkic,石柱,Pillar
19094,tashi tughua,Noun,Turkic,石柱,Pillar
19096,tashi ula,Noun,Turkic,石山,Rockhill
19097,tashi ula,Noun,Turkic,石山,Rockhill
19099,tashida,Verb,Turkic,用石子抛打,Stone-throwing
19100,tashijian,Noun,"Turkic, Chinese",石匠,Stonemason
19101,tashijian,Noun,"Turkic, Chinese",石匠,Stonemason
19102,tashila,Verb,Turkic,变得像石头一样坚硬,Petrify
19103,tashila,Verb,Turkic,变得稳固,Stabilize
19104,tashilagva,Verb,Dongxiang,抓牢,Grasp
19105,tashilagva,Verb,Dongxiang,抓牢,Grasp
19106,tashilagva,Verb,Dongxiang,办稳妥,Arrange
19107,tashitu,Adjective,Turkic,有石头的,Stony
19108,tashitu,Adjective,Turkic,多石头的,Stony
19109,tasi,Adverb,Dongxiang,肯定,Definitely
19110,tasi,Adverb,Dongxiang,绝对,Absolutely
19111,tasi giegva,Verb,Dongxiang,肯定下来,Confirm
19112,tasi giegva,Verb,Dongxiang,确定,Confirm
19113,tasi giegva,Verb,Dongxiang,确定,Confirm
19114,tasi giegva,Verb,Dongxiang,确定,Confirm
19115,tata,Noun,Chinese,沓,Stack
19116,tata,Noun,Chinese,沓,Stack
19117,tata,Noun,Chinese,叠,Fold
19118,tata,Noun,Chinese,叠,Fold
19119,tata daru,Verb,Chinese,沓叠,Overlap
19120,tata daru,Verb,Dongxiang,堆成一摞,Stack
19121,tata daru,Verb,Dongxiang,堆成一叠,Stack
19122,tatun,Noun,Dongxiang,黑面馒头,Puffin
19123,tatun,Noun,Dongxiang,黑面馒头,Puffin
19124,tatunchi,Noun,Dongxiang,爱吃黑面馒头的人,Dark-bread-lover
19125,tatunchi,Noun,Dongxiang,爱吃黑面馒头的人,Dark-bread-lover
19127,tawifa,Numeral,Dongxiang,五次,Quintuple
19128,tawifa,Numeral,Dongxiang,五次,Quintuple
19129,tawigva,Noun,Dongxiang,五碗,FiveBowls
19130,tawigva,Noun,Dongxiang,五碗,FiveBowls
19131,tawuda,Numeral,Dongxiang,老五,Fifth
19132,tawuda,Numeral,Dongxiang,老五,Fifth
19133,tawuda,Numeral,Dongxiang,第五个,Fifth
19134,tawuda,Numeral,Dongxiang,五个五个地,By-fives
19135,tawujia,Numeral,Dongxiang,各五个,Five-each
19136,tawujia,Numeral,Dongxiang,五个五个地,By-fives
19137,tawulie,Numeral,Dongxiang,五个一切,Quintet
19138,tawulie,Numeral,Dongxiang,五个人,Quintet
19139,tawulie,Numeral,Dongxiang,五个人,Quintet
19140,tawun,Numeral,Dongxiang,五,Five
19141,tawun,Numeral,Dongxiang,五个,Five
19142,tawun,Numeral,Dongxiang,初五日,Fifth
19143,tawun,Numeral,Dongxiang,初五日,Fifth
19144,tawun ghurun,Noun,Dongxiang,五指,Fingers
19145,tawun ghurun,Noun,Dongxiang,五指,Fingers
19146,tawun ghurun,Noun,Dongxiang,五指,Fingers
19147,tayi,Verb,Chinese,踏,Step
19148,tayi,Verb,Chinese,蹬,Kick
19149,tayi,Verb,Chinese,踹,Kick
19150,tayi,Verb,Chinese,缝纫,Sewing
19151,tayi,Verb,Chinese,"盖章,拓印",Seal
19152,tayire,Verb,Chinese,塌下,Collapse
19153,tayire,Verb,Chinese,塌落,Collapse
19154,tazi,Noun,Chinese,沓,Stack
19155,tazi,Noun,Chinese,沓,Stack
19156,tazi,Noun,Chinese,叠,Fold
19157,tazi,Noun,Chinese,夹板,Clamp
19158,tazi,Noun,Chinese,夹板,Clamp
19159,tazila,Verb,Chinese,成沓,Pile
19160,tazila,Verb,Chinese,成叠,Stack
19161,tazila,Verb,Chinese,用夹板夹住,Clamp
19162,tazila,Verb,Chinese,用夹板固定,Clamp
19163,te,Adverb,Chinese,太,Too
19164,tebie,Adjective,Chinese,特别,Special
19165,tebie,Adjective,Chinese,特别,Special
19166,tebiegva,Verb,Chinese,显得特别,Standout
19167,tebiegva,Verb,Dongxiang,耍特权,Abuse
19168,tebieshi,Verb,Chinese,变得特别,Specialize
19169,teimen,Pronoun,Dongxiang,那面,That
19170,teimen,Pronoun,Dongxiang,那面,That
19171,teimen,Pronoun,Dongxiang,那边,There
19174,teimende,Pronoun,Dongxiang,往那边,Overthere
19176,teimengvan,Verb,Dongxiang,稍往那边,Overthere
19178,teimenshi,Verb,Dongxiang,往那面挪,Shift
19179,teimenshi,Verb,Dongxiang,往那边挪,Shift
19180,teiya,Noun,Dongxiang,棍子,Stick
19181,teiya,Noun,Dongxiang,棍子,Stick
19182,teiya,Noun,Dongxiang,棍子,Stick
19183,teiya,Noun,Dongxiang,拐杖,Cane
19184,teiya,Noun,Dongxiang,拐杖,Cane
19185,teiya,Noun,Dongxiang,手杖,Cane
19186,teiya,Noun,Dongxiang,手杖,Cane
19187,teiya otolu,Verb,Dongxiang,拄拐杖,Lean
19188,teiyata,Verb,Dongxiang,用棍子打,Club
19189,teiyatu,Adjective,Dongxiang,有棍子的,Armed
19190,teiyatu,Adjective,Dongxiang,有拐杖的,Cane-bearing
19191,tekebir,Noun,Arabic,真主至大,Allahuakbar
19192,tenji,Verb,Chinese,摊开,Spread
19193,tenji,Verb,Chinese,铺开,Unfold
19194,tenji,Verb,Chinese,摆开,Spread
19195,tenji,Verb,Dongxiang,分摊,Apportion
19196,tenji,Verb,Dongxiang,分摊,Apportion
19197,tenji,Verb,Dongxiang,分担,Share
19198,tenji,Verb,Dongxiang,总计,Total
19199,tenji,Verb,Dongxiang,算下来,Calculate
19200,tenten,Noun,Chinese,摊子,Stall
19201,tenten,Noun,Chinese,摊子,Stall
19203,tenten,Noun,Chinese,摊位,Stall
19204,tenten,Noun,Chinese,摊位,Stall
19206,tenten,Noun,Dongxiang,事情,Matter
19207,tenten,Noun,Dongxiang,事情,Matter
19208,tenten,Noun,Dongxiang,工程的规模,Scale
19209,tenten,Noun,Dongxiang,工程的规模,Scale
19210,tenten,Noun,Dongxiang,工程的规模,Scale
19211,tenten,Noun,Chinese,坛子,Jar
19212,tenten,Noun,Chinese,坛子,Jar
19214,tentou,Noun,Dongxiang,狠心,Ruthlessness
19215,tentou,Noun,Dongxiang,决心,Determination
19216,tenxien,Noun,Dongxiang,嫌弃,Disgust
19217,tenxien,Noun,Dongxiang,背后议论,Backbiting
19218,tenxien,Noun,Dongxiang,贬低,Belittlement
19219,tenxien,Noun,Dongxiang,贬低,Belittlement
19220,tenxien gie,Verb,Dongxiang,贬低,Belittle
19221,tenxienzi,Noun,Chinese,口弦琴,Harmonica
19222,tenxienzi,Noun,Chinese,口弦琴,Harmonica
19223,tenxienzichi,Noun,Chinese,善弹口弦琴的人,Harpist
19224,tenxienzichi,Noun,Chinese,善弹口弦琴的人,Harpist
19225,tere,Pronoun,Dongxiang,他,He
19226,tere,Pronoun,Dongxiang,他,He
19227,tere,Pronoun,Dongxiang,她,She
19228,tere,Pronoun,Dongxiang,她,She
19229,terela,Pronoun,Dongxiang,他们,They
19230,terela,Pronoun,Dongxiang,他们,They
19231,terela,Pronoun,Dongxiang,她们,They
19232,terela,Pronoun,Dongxiang,她们,They
19233,teresila,Pronoun,Dongxiang,他们,They
19234,teresila,Pronoun,Dongxiang,他们,They
19235,teresila,Pronoun,Dongxiang,她们,They
19236,teresila,Pronoun,Dongxiang,她们,They
19237,tesibihha,Noun,Arabic,念珠,Rosary
19238,tesibihha,Noun,Arabic,念珠,Rosary
19239,tesibihha qiayi,Verb,"Arabic, Chinese",用念珠计数赞念,Chanting
19240,tesibihhachi,Noun,Arabic,念珠商,Beadseller
19241,tesibihhachi,Noun,Arabic,念珠商,Beadseller
19242,tesibihhachi,Noun,Arabic,念珠商,Beadseller
19243,tesibihhatu,Adjective,Arabic,有念珠的,Beaded
19244,tesimi,Noun,Arabic,奉普慈特慈的真主之名,Bismillah
19245,texien,Adverb,Chinese,太,Too
19246,tiigha,Noun,Dongxiang,鸡,Chicken
19247,tiigha,Noun,Dongxiang,鸡,Chicken
19248,tiigha,Noun,Dongxiang,鸡,Chicken
19249,tiigha,Noun,Dongxiang,鸡,Chicken
19250,tiigha endegvei,Noun,Dongxiang,鸡蛋,Egg
19251,tiigha endegvei,Noun,Dongxiang,鸡蛋,Egg
19252,tiigha hhangva,Noun,Dongxiang,鸡粪,Chicken manure
19253,tiigha hhangva,Noun,Dongxiang,鸡粪,Chicken manure
19254,tiigha ho,Noun,Dongxiang,鸡窝,Henhouse
19255,tiigha ho,Noun,Dongxiang,鸡窝,Henhouse
19257,tiigha kheila,Verb,Dongxiang,鸡叫,Crow
19258,tiigha kheila,Verb,Dongxiang,鸡鸣,Crow
19259,tiigha mara,Noun,Dongxiang,鸡皮,ChickenSkin
19260,tiigha mara,Noun,Dongxiang,鸡皮,ChickenSkin
19261,tiigha no,Noun,Dongxiang,鸡,Chicken
19262,tiigha no,Noun,Dongxiang,鸡,Chicken
19263,tiigha qieru,Verb,Dongxiang,孵鸡,Incubate
19264,tiigha qierun,Noun,Dongxiang,鸡头,Cockscomb
19265,tiigha qierun,Noun,Dongxiang,鸡头,Cockscomb
19266,tiigha zharu,Verb,Dongxiang,宰鸡,Slaughter
19267,tiigha zharu,Verb,Dongxiang,宰鸡,Slaughter
19268,tiigha zhintou,Noun,Dongxiang,鸡年,RoosterYear
19269,tiigha zhintou,Noun,Dongxiang,鸡年,RoosterYear
19270,tiigha zhintou,Noun,Dongxiang,鸡年,RoosterYear
19271,tiigha zhintou,Noun,Dongxiang,属鸡,Rooster
19272,tiigha zhuazhua,Noun,Dongxiang,鸡爪,Chicken feet
19273,tiigha zhuazhua,Noun,Dongxiang,鸡爪,Chicken feet
19274,tiigha zhuazhua,Noun,Dongxiang,草名,Pseudonym
19275,tiigha zhuazhua,Noun,Dongxiang,草名,Pseudonym
19276,tiigha zhuazhua,Noun,Dongxiang,草名,Pseudonym
19277,tiigha zhunzhugva,Noun,Dongxiang,雏鸡,Chick
19278,tiigha zhunzhugva,Noun,Dongxiang,雏鸡,Chick
19279,tiighachi,Noun,Dongxiang,鸡,Chicken
19280,tiighachi,Noun,Dongxiang,鸡,Chicken
19281,tiighada,Verb,Dongxiang,吃鸡,Gaming
19282,tiighada,Verb,Dongxiang,吃鸡,Gaming
19283,tiighalan,Noun,Dongxiang,凌晨鸡叫的时候,Dawn
19284,tiighalan,Noun,Dongxiang,凌晨鸡叫的时候,Dawn
19285,tiighara,Verb,Dongxiang,发抖,Tremble
19286,tiighara,Verb,Dongxiang,颤抖,Tremble
19287,tiighara,Noun,Dongxiang,谨小慎微的人,Cautious
19288,tiighara,Noun,Dongxiang,谨小慎微的人,Cautious
19289,tiighara,Noun,Dongxiang,谨小慎微的人,Cautious
19290,tiigharan tigharan,Adverb,Dongxiang,哆嗦地,Tremblingly
19291,tiighatu,Adjective,Dongxiang,有鸡的,Chicken-possessing
19292,tiindun,Adjective,Dongxiang,疼痛,Painful
19293,tiinji,Verb,Chinese,誉写,Eulogize
19294,tiinji,Verb,Dongxiang,腾出,Free up
19295,tiinji,Verb,Dongxiang,腾出,Free up
19296,tiir tiir gie,Verb,Dongxiang,微微颤动,Quiver
19297,tiir tiirji,Adverb,Dongxiang,颤微微地,Tremulously
19298,tiisha,Noun,Dongxiang,阴茎,Penis
19299,tiisha,Noun,Dongxiang,阴茎,Penis
19300,tiisha,Noun,Dongxiang,睾丸,Testicle
19301,tiisha,Noun,Dongxiang,睾丸,Testicle
19302,tiisha basun,Noun,Dongxiang,阴茎包皮内的污物,Smegma
19303,tiisha basun,Noun,Dongxiang,阴茎包皮内的污物,Smegma
19304,tiizhi,Noun,Dongxiang,纽扣,Button
19305,tiizhi,Noun,Dongxiang,纽扣,Button
19306,tiizhi ghada,Verb,Dongxiang,钉纽扣,Buttoning
19307,tiizhi ghada,Verb,Dongxiang,钉纽扣,Buttoning
19308,tiizhila,Verb,Dongxiang,扣纽扣,Button
19309,tiizhila,Verb,Dongxiang,扣纽扣,Button
19310,tiizhitu,Adjective,Dongxiang,有纽扣的,Buttoned
19311,tiizhitu,Adjective,Dongxiang,钉有纽扣的,Buttoned
19312,tiizhitu,Adjective,Dongxiang,纽扣式的,Buttoned
19313,todan,Adjective,Chinese,妥当,Appropriate
19314,todan,Adjective,Chinese,妥当,Appropriate
19315,todan,Adjective,Chinese,稳当,Steady
19316,todan,Adjective,Chinese,稳当,Steady
19317,todan,Adjective,Dongxiang,结实,Sturdy
19318,todan,Adjective,Dongxiang,结实,Sturdy
19319,todan,Adjective,Dongxiang,壮实,Sturdy
19320,todan,Adjective,Dongxiang,壮实,Sturdy
19321,todanshi,Verb,Chinese,变妥当,Adapt
19322,todanshi,Verb,Chinese,变稳当,Stabilize
19323,todanshi,Verb,Chinese,变稳当,Stabilize
19324,todanshi,Verb,Dongxiang,变结实,Harden
19325,todanshi,Verb,Dongxiang,变壮实,Strengthen
19326,todu,Pronoun,Dongxiang,那样,Such
19327,todu,Pronoun,Dongxiang,那样,Such
19328,todu fugie,Pronoun,Dongxiang,那么大,That big
19329,todu fugie,Pronoun,Dongxiang,那样大,Such
19330,todukiede,Pronoun,Dongxiang,那么大地,Such
19331,todukiede,Pronoun,Dongxiang,那么大地,Such
19332,todukiejia,Pronoun,Dongxiang,那么大地,Such
19333,todukiejia,Pronoun,Dongxiang,那么大地,Such
19334,todunie,Pronoun,Dongxiang,那么些,Those
19335,todunie,Pronoun,Dongxiang,那么些,Those
19336,todunie,Pronoun,Dongxiang,那么多,So many
19337,toduniejia,Pronoun,Dongxiang,那么多地,Everywhere
19338,toduniejia,Pronoun,Dongxiang,那么多地,Everywhere
19339,togvei,Noun,Dongxiang,肘,Elbow
19340,togvei,Noun,Dongxiang,肘,Elbow
19341,togvei,Noun,Dongxiang,弯,Bend
19346,togvon chuzholo,Verb,Dongxiang,碾完场后将粮食聚拢,Gather
19347,togvon jiegve,Verb,Dongxiang,打碾前将农作物铺开,Threshing
19348,togvon yanchi,Verb,Dongxiang,碾场,Grind
19349,togvontu,Adjective,Dongxiang,有场的,Experienced
19350,togvu,Verb,Dongxiang,带马,Lead
19351,togvu,Verb,Dongxiang,带马,Lead
19352,togvu,Verb,Dongxiang,上驮子,Mount
19353,togvu,Verb,Dongxiang,背上,Backpack
19354,togvu,Verb,Dongxiang,背上,Backpack
19355,togvu,Verb,Dongxiang,担负,Shoulder
19356,togvugva,Verb,Dongxiang,转移负担,Offload
19357,togvugva,Verb,Dongxiang,转移负担,Offload
19358,togvugva,Verb,Dongxiang,转移工作,Delegate
19359,togvun,Noun,Dongxiang,鞍子,Saddle
19360,togvun,Noun,Dongxiang,鞍子,Saddle
19361,togvun,Noun,Dongxiang,驮的东西,Burden
19362,togvun,Noun,Dongxiang,负担,Burden
19363,togvun,Noun,Dongxiang,压力,Pressure
19364,togvun,Noun,Dongxiang,压力,Pressure
19365,tolaji,Noun,Chinese,拖拉机,Tractor
19366,tolaji,Noun,Chinese,拖拉机,Tractor
19367,tolajikai,Noun,Chinese,拖拉机手,Tractor-driver
19368,tolajikai,Noun,Chinese,拖拉机手,Tractor-driver
19369,tolajikai,Noun,Chinese,驾驶拖拉机的人,Tractorist
19370,tolajikai,Noun,Chinese,驾驶拖拉机的人,Tractorist
19371,tolajitu,Adjective,Chinese,有拖拉机的,Tractor-equipped
19372,tolo,Noun,Dongxiang,土丘,Mound
19373,tolo,Noun,Dongxiang,土丘,Mound
19375,tolo,Noun,Dongxiang,小山头,Hillock
19376,tolo,Noun,Dongxiang,小山头,Hillock
19378,tolun,Noun,Chinese,蒸笼,Steamer
19380,tolunchi,Noun,Chinese,制笼匠,Cage-maker
19381,tolunchi,Noun,Chinese,制笼匠,Cage-maker
19382,tolunchi,Noun,Chinese,卖笼人,Cage-Seller
19383,tolunchi,Noun,Chinese,卖笼人,Cage-Seller
19384,toluntu,Adjective,Chinese,有蒸笼的,Steamed
19385,tomo,Noun,Dongxiang,榔头,Hammer
19386,tomo,Noun,Dongxiang,榔头,Hammer
19387,tomochi,Noun,Dongxiang,制榔头的人,Hammermaker
19388,tomochi,Noun,Dongxiang,制榔头的人,Hammermaker
19389,tomochi,Noun,Dongxiang,贩榔头的人,Hammer-seller
19390,tomochi,Noun,Dongxiang,贩榔头的人,Hammer-seller
19391,tomoda,Verb,Dongxiang,用榔头打,Hammering
19392,tomotu,Adjective,Dongxiang,有榔头的,Hammered
19393,tongholo,Adjective,Dongxiang,光着头的,Bald
19394,tonghorei,Noun,Dongxiang,大雁,Goose
19395,tonghorei,Noun,Dongxiang,大雁,Goose
19396,tonghoshi,Noun,Dongxiang,瞌睡,Drowsiness
19397,tonghoshi,Noun,Dongxiang,打盹,Drowse
19398,tonghoshi,Noun,Dongxiang,打盹,Drowse
19399,tonghoshi dayi,Verb,Chinese,打盹,Doze
19400,tonjie,Noun,Chinese,团结,Unity
19401,tonjie,Noun,Chinese,团结,Unity
19402,tonjie gie,Verb,Chinese,团结,Unite
19403,tonyen,Noun,Chinese,团员,Member
19404,tonyen,Noun,Chinese,团员,Member
19405,toqi,Adjective,Dongxiang,熟惯,Accustomed
19406,toqi,Adjective,Dongxiang,熟惯,Accustomed
19407,toqi,Adjective,Dongxiang,大方,Generous
19408,toqi,Adjective,Dongxiang,大方,Generous
19409,toqi,Adjective,Dongxiang,不拘谨,Informal
19410,toqi,Adjective,Dongxiang,不拘谨,Informal
19411,toqini,Noun,Dongxiang,熟惯之人,Regular
19412,toqini,Noun,Dongxiang,熟惯之人,Regular
19413,toqini,Noun,Dongxiang,熟惯之人,Regular
19414,toqira,Verb,Dongxiang,变熟惯,Acclimate
19415,toqira,Verb,Dongxiang,熟悉起来,Familiarize
19416,torei,Verb,Dongxiang,闲逛,Stroll
19417,torei,Verb,Dongxiang,散步,Stroll
19418,torei,Verb,Dongxiang,游玩,Tour
19419,toreigvazhi kielie,Verb,Dongxiang,拐弯抹角地说,Beat around the bush
19420,toreigvazhi kielie,Verb,Dongxiang,婉言,Euphemize
19421,torige,Noun,Arabic,道乘,Taoism
19422,torige,Noun,Arabic,道乘,Taoism
19423,tororo,Noun,Dongxiang,似象棋子大小的圆形的东西,Checker-sized
19424,tororo,Noun,Dongxiang,似象棋子大小的圆形的东西,Checker-sized
19425,tororo,Noun,Dongxiang,圆圈儿,Ring
19426,tororo,Noun,Dongxiang,圆圈儿,Ring
19427,tororo,Noun,Dongxiang,圆形的印章,Seal
19428,tororo,Noun,Dongxiang,圆形的印章,Seal
19429,tororo,Noun,Dongxiang,公章,Seal
19430,tororo,Noun,Dongxiang,公章,Seal
19431,toshe,Adjective,Chinese,驼色,Camel
19432,tosuda,Verb,Dongxiang,变油,Change oil
19433,tosuda,Verb,Dongxiang,沾上油,Grease
19434,tosuda,Verb,Dongxiang,沾上油,Grease
19435,tosun,Noun,Dongxiang,油,Oil
19436,tosun,Noun,Dongxiang,油,Oil
19437,tosun daru,Verb,Dongxiang,榨油,Pressing
19438,tosun ghazha,Noun,Dongxiang,油田,Oilfield
19439,tosun ghazha,Noun,Dongxiang,油田,Oilfield
19441,tosunchi,Noun,Dongxiang,卖油的人,Oilman
19442,tosunchi,Noun,Dongxiang,卖油的人,Oilman
19443,tosunchi,Noun,Dongxiang,卖油的人,Oilman
19444,tosuntu,Adjective,Dongxiang,有油的,Oily
19445,tosuntu,Adjective,Dongxiang,含有油的,Oily
19446,tosuntuni,Noun,Dongxiang,油食品,Fried-food
19447,tosuntuni,Noun,Dongxiang,油食品,Fried-food
19448,tosuntuni,Noun,Dongxiang,油食品,Fried-food
19449,touhao,Noun,Chinese,头号,Top
19450,touhao,Noun,Chinese,绅士,Gentleman
19451,touhao,Noun,Chinese,绅士,Gentleman
19452,touhao,Noun,Chinese,绅士,Gentleman
19453,touhao,Noun,Dongxiang,爱出风头的人,Showboat
19454,touhao,Noun,Dongxiang,爱出风头的人,Showboat
19455,touhao chonji,Verb,Chinese,出风头,Showboat
19456,touhao chonji,Verb,Chinese,好战,Belligerent
19457,toujin,Noun,Chinese,头巾,Headscarf
19458,toujin,Noun,Chinese,头巾,Headscarf
19459,toujin,Noun,Chinese,头巾,Headscarf
19460,toushao,Adjective,Chinese,最先成熟的,Earliest-matured
19461,toushao,Adjective,Dongxiang,质地最好的,Finest
19462,toushao,Adjective,Dongxiang,最上等的,Finest
19463,toushizi,Noun,Chinese,第一个,First
19464,touwizi,Noun,Chinese,首饰,Jewelry
19465,touwizi,Noun,Chinese,首饰,Jewelry
19466,touxi,Noun,Chinese,头绪,Clue
19467,touxian gie,Verb,Chinese,投降,Surrender
19468,touxitu,Adjective,Chinese,有头绪的,Clearheaded
19469,towo,Noun,Arabic,悔罪仪式,Penance
19470,towo,Noun,Arabic,悔罪仪式,Penance
19471,towo gie,Verb,Arabic,举行忏悔仪式,Atone
19472,towo onshi,Verb,Arabic,念忏悔词,Confess
19473,towo onshi,Verb,Arabic,念忏悔词,Confess
19474,toyi,Verb,Dongxiang,敷,Apply
19475,toyi,Verb,Chinese,拖地,Mop
19476,toyi,Verb,Dongxiang,拖延,Procrastinate
19477,toyi,Verb,Chinese,煮熟的面条等变凉后粘连到一起,Clump
19478,tozi,Numeral,Dongxiang,块,Piece
19479,tozi,Numeral,Dongxiang,片,Slice
19480,tozi,Numeral,Dongxiang,片,Slice
19481,tozi,Noun,Dongxiang,制作模子,Moldmaking
19482,tozi sala,Adverb,Dongxiang,一片一片地,Piece-by-piece
19483,tozi sala,Adverb,Dongxiang,部分地,Partially
19484,tozi sala,Adverb,Dongxiang,不全面地,Partially
19485,tozida,Verb,Dongxiang,用模子打,Mold
19486,tozila,Verb,Dongxiang,制砖,Brickmaking
19487,tozitu,Adjective,Dongxiang,有模子的,Molded
19488,tu gie,Verb,Dongxiang,吐出来,Regurgitate
19490,tube,Noun,Dongxiang,坟头,Gravesite
19494,tudoro,Noun,Dongxiang,内部,Interior
19496,tudoro,Noun,Dongxiang,内心,Innermost
19497,tudoro,Noun,Dongxiang,内心,Innermost
19498,tudoro,Noun,Dongxiang,内心,Innermost
19499,tudorodu,Adjective,Dongxiang,里面的,Inner
19500,tudorodu,Adjective,Dongxiang,里边的,Inside
19501,tudoroshi,Verb,Dongxiang,往里边挪,Shift
19502,tudoroshi,Verb,Dongxiang,嫌往里面,Dislike
19503,tufayi,Verb,Dongxiang,放逐,Banish
19504,tufayi,Verb,Dongxiang,放逐,Banish
19505,tufayi,Verb,Dongxiang,流放,Exile
19506,tughochou,Noun,Dongxiang,小锅,Pot
19507,tughochou,Noun,Dongxiang,小锅,Pot
19508,tughochou,Noun,Dongxiang,小锅,Pot
19509,tughon,Noun,Dongxiang,锅,Pot
19510,tughon,Noun,Dongxiang,锅,Pot
19511,tughon,Adjective,Dongxiang,瘦的,Skinny
19512,tughon,Adjective,Dongxiang,瘦的,Skinny
19513,tughon,Adjective,Dongxiang,贫瘠的,Barren
19514,tughon ghazha,Noun,Dongxiang,贫瘠的土地,Barrenland
19515,tughon ghazha,Noun,Dongxiang,贫瘠的土地,Barrenland
19517,tughon ghizha,Noun,Dongxiang,锅沿,Rim
19518,tughon ghizha,Noun,Dongxiang,锅沿,Rim
19519,tughon jizi,Noun,Chinese,锅底,Pot-bottom
19521,tughon puzhalu,Verb,Dongxiang,锅里水等液体沸腾,Boil
19522,tughon zhiyi,Verb,Chinese,新锅过火,Overheat
19523,tughonchi,Noun,Dongxiang,卖锅人,Pot-seller
19524,tughonchi,Noun,Dongxiang,卖锅人,Pot-seller
19525,tughonni,Adjective,Dongxiang,瘦弱的,Frail
19526,tughonsa,Verb,Dongxiang,嫌瘦,Dislike-thinness
19527,tughonsa,Verb,Dongxiang,认为瘦,Slimming
19528,tughonsa,Verb,Dongxiang,认为瘦,Slimming
19529,tughonshi,Verb,Dongxiang,变瘦,Slimming
19530,tughonshi,Verb,Dongxiang,变瘦,Slimming
19531,tughonshi,Verb,Dongxiang,消瘦,Slimming
19532,tughonshi,Verb,Dongxiang,认为瘦,Slimming
19533,tughonshi,Verb,Dongxiang,显得瘦,Appear thin
19534,tughontu,Adjective,Dongxiang,有锅的,Pot-having
19535,tughua,Noun,Dongxiang,柱子,Pillar
19536,tughua,Noun,Dongxiang,柱子,Pillar
19537,tughua,Noun,Dongxiang,柱子,Pillar
19538,tughua baigva,Verb,Dongxiang,立柱子,Pillaring
19539,tughua tashi,Noun,Turkic,顶柱石,Pillar
19540,tughua tashi,Noun,Turkic,顶柱石,Pillar
19541,tughuatu,Adjective,Dongxiang,有柱子的,Pillared
19542,tughula,Verb,Dongxiang,牛下犊,Calve
19543,tughun,Noun,Dongxiang,牛犊,Calf
19544,tughun,Noun,Dongxiang,牛犊,Calf
19545,tughuntu,Adjective,Dongxiang,有牛犊的,Calving
19546,tughuntu,Adjective,Dongxiang,怀犊的,Maternal
19547,tugie,Verb,Dongxiang,布施,Almsgiving
19548,tugie,Verb,Dongxiang,施舍,Alms
19549,tugie,Verb,Dongxiang,舍散,Disperse
19550,tugiewuni,Noun,Dongxiang,用于舍散的钱物,Alms
19551,tugiewuni,Noun,Dongxiang,用于舍散的钱物,Alms
19552,tugu,Adjective,Dongxiang,不熟,Unfamiliar
19553,tugu,Adjective,Dongxiang,不熟,Unfamiliar
19554,tugu,Adjective,Dongxiang,生的,Raw
19555,tugu,Adjective,Dongxiang,毒辣的,Vicious
19556,tugu,Adjective,Dongxiang,狠毒的,Vicious
19557,tugu,Adjective,Dongxiang,不近情理的,Unreasonable
19558,tugu,Adjective,Dongxiang,说话很冲的,Blunt
19559,tugu banguru,Adjective,Dongxiang,狠毒的,Vicious
19560,tugu banguru,Adjective,Dongxiang,毒辣的,Vicious
19561,tugu banguru,Adjective,Dongxiang,不近情理的,Unreasonable
19562,tugu banguru,Adjective,Dongxiang,说话很冲的,Blunt
19563,tugu ghazha,Noun,Dongxiang,处女地,Virginland
